,JTXX_ID,ZXSZK,JKZK,CJDJ,CJLB,LDJN,SFSW,SFZP
217,1,0.0,1,0,0.0,1,0,0
28191,1,22.0,1,0,0.0,2,1,0
34145,1,4.0,1,0,0.0,5,1,0
8915,1,0.0,1,0,0.0,2,1,0
28383,2,0.0,4,2,3.0,3,1,0
47547,3,0.0,2,0,0.0,5,1,1
52206,4,0.0,2,0,0.0,5,1,0
47757,4,0.0,4,2,3.0,4,1,0
218,5,0.0,2,0,0.0,5,1,1
49889,5,0.0,4,3,1.0,5,1,1
2701,6,0.0,4,4,6.0,3,1,0
765,6,0.0,1,0,0.0,3,1,0
1620,6,0.0,4,3,1.0,5,1,0
6298,6,0.0,4,2,2.0,4,1,0
4160,6,3.0,1,0,0.0,5,1,0
4767,6,0.0,1,0,0.0,2,1,0
5300,6,3.0,1,0,0.0,5,1,0
9028,7,0.0,2,0,0.0,4,1,1
11875,8,0.0,4,4,4.0,5,1,0
8916,8,0.0,4,2,3.0,3,1,0
17789,9,0.0,2,0,0.0,5,1,0
10165,9,0.0,4,4,1.0,5,1,0
19682,10,12.0,1,0,0.0,2,1,0
19634,10,0.0,2,0,0.0,3,1,0
18650,11,0.0,2,0,0.0,3,1,0
15499,11,8.0,1,0,0.0,2,1,0
26358,11,0.0,1,0,0.0,3,1,0
13496,12,0.0,2,0,0.0,3,1,0
26717,13,0.0,1,0,0.0,3,1,0
28192,14,0.0,4,4,1.0,3,1,0
26557,15,0.0,4,4,1.0,3,1,0
22913,15,0.0,1,0,0.0,2,1,0
27500,16,0.0,1,0,0.0,3,1,1
15893,16,0.0,2,0,0.0,4,1,1
15351,17,0.0,2,0,0.0,5,1,0
33770,17,0.0,1,0,0.0,2,1,0
29637,17,9.0,1,0,0.0,2,1,0
34146,18,0.0,1,0,0.0,2,1,0
28551,18,0.0,4,2,2.0,4,1,0
29946,18,0.0,1,0,0.0,2,1,0
41362,19,0.0,2,0,0.0,2,1,0
38465,19,0.0,1,0,0.0,2,1,0
40017,19,0.0,4,2,2.0,4,1,0
38409,20,0.0,1,0,0.0,2,1,0
38501,20,0.0,4,3,1.0,4,1,0
36640,21,0.0,1,0,0.0,3,1,0
47984,21,0.0,1,0,0.0,2,1,0
31512,21,0.0,1,0,0.0,2,1,0
47475,21,0.0,4,4,3.0,4,1,0
28384,21,2.0,1,0,0.0,5,1,0
28815,22,0.0,4,4,2.0,4,1,0
48331,22,0.0,1,0,0.0,2,1,0
45986,23,0.0,1,0,0.0,3,1,0
43698,24,0.0,1,0,0.0,2,1,0
47516,24,0.0,2,0,0.0,3,1,0
43658,25,0.0,2,0,0.0,5,1,0
49358,25,0.0,4,4,3.0,3,1,0
44411,26,0.0,1,0,0.0,1,1,0
46369,26,0.0,2,0,0.0,3,1,0
47548,27,0.0,4,3,3.0,5,1,0
47876,28,0.0,4,4,4.0,5,1,0
49787,28,0.0,1,0,0.0,5,1,0
43392,29,0.0,4,4,1.0,3,1,1
43393,29,0.0,2,0,0.0,4,1,1
43394,29,0.0,4,2,2.0,4,1,1
48284,30,0.0,4,2,3.0,4,1,0
47758,30,1.0,1,0,0.0,5,1,0
44251,30,0.0,1,0,0.0,2,1,0
44103,30,0.0,1,0,0.0,2,1,0
42588,30,0.0,1,0,0.0,2,1,0
49620,31,0.0,1,0,0.0,2,1,0
49469,31,0.0,4,4,3.0,3,1,0
48221,32,0.0,1,0,0.0,2,1,0
37916,32,0.0,1,0,0.0,2,1,0
43397,33,23.0,1,0,0.0,2,1,1
43396,33,0.0,1,0,0.0,2,1,1
43395,33,0.0,4,3,1.0,4,1,1
43438,34,0.0,1,0,0.0,3,1,0
52207,35,0.0,2,0,0.0,3,1,0
51456,35,0.0,1,0,0.0,2,1,0
50241,36,0.0,2,0,0.0,5,1,1
45940,36,0.0,2,0,0.0,3,1,1
37849,36,0.0,4,1,2.0,4,1,1
50894,37,2.0,1,0,0.0,5,1,1
50891,37,0.0,4,2,3.0,4,1,1
50890,37,0.0,1,0,0.0,2,1,1
50892,37,3.0,4,4,3.0,5,1,1
50893,37,3.0,4,4,3.0,5,1,1
46871,38,0.0,1,0,0.0,2,1,0
49890,38,0.0,1,0,0.0,2,1,0
51319,39,6.0,1,0,0.0,5,1,0
49525,39,0.0,1,0,0.0,2,1,0
47080,39,0.0,1,0,0.0,2,1,0
50128,39,1.0,1,0,0.0,5,1,0
51133,39,0.0,2,0,0.0,5,1,0
50110,39,0.0,4,4,1.0,5,1,0
52271,39,0.0,1,0,0.0,2,1,0
50939,40,0.0,1,0,0.0,5,1,0
174,41,0.0,1,0,0.0,2,1,0
322,41,6.0,1,0,0.0,5,1,0
49099,41,0.0,4,4,1.0,5,1,0
408,41,0.0,1,0,0.0,2,1,0
219,41,0.0,4,3,5.0,5,1,0
77,42,1.0,1,0,0.0,5,1,0
657,42,1.0,1,0,0.0,5,1,0
563,42,0.0,1,0,0.0,2,1,0
1135,42,0.0,2,0,0.0,3,1,0
1245,42,0.0,1,0,0.0,2,1,0
891,42,3.0,1,0,0.0,5,1,0
1530,43,1.0,1,0,0.0,5,1,0
1419,43,0.0,1,0,0.0,2,1,0
1797,43,0.0,1,0,0.0,3,1,0
766,43,0.0,1,0,0.0,2,1,0
601,43,1.0,1,0,0.0,5,1,0
44292,44,0.0,1,0,0.0,5,1,1
44290,44,0.0,2,0,0.0,3,1,1
2187,45,0.0,2,0,0.0,5,1,0
2077,45,0.0,3,0,0.0,5,1,0
2305,46,0.0,4,4,2.0,5,1,0
2340,46,0.0,2,0,0.0,3,1,0
1621,46,0.0,2,0,0.0,3,1,0
2850,46,0.0,1,0,0.0,2,1,0
3056,46,0.0,1,0,0.0,5,1,0
2935,46,0.0,1,0,0.0,3,1,0
2800,47,0.0,3,0,0.0,5,1,0
2651,47,0.0,4,0,0.0,3,1,0
2543,47,2.0,1,0,0.0,5,1,0
2446,47,13.0,1,0,0.0,2,1,0
2388,47,0.0,1,0,0.0,2,1,0
2702,48,0.0,1,0,0.0,2,1,0
3581,48,0.0,2,0,0.0,5,1,0
3521,49,0.0,1,0,0.0,2,1,0
3847,50,0.0,2,0,0.0,3,1,0
3724,51,0.0,4,2,1.0,5,1,0
3941,51,0.0,4,3,1.0,5,1,0
4048,52,0.0,1,0,0.0,2,1,0
6370,52,0.0,2,0,0.0,5,1,0
3970,52,0.0,1,0,0.0,2,1,0
3372,52,4.0,1,0,0.0,5,1,0
4794,52,0.0,1,0,0.0,2,1,0
4768,52,7.0,1,0,0.0,5,1,0
8352,53,0.0,1,0,0.0,2,1,0
8186,53,0.0,4,2,1.0,4,1,0
7666,53,0.0,4,4,1.0,5,1,0
7018,54,0.0,4,4,1.0,3,1,0
6269,54,0.0,4,3,1.0,3,1,0
7322,55,0.0,1,0,0.0,2,1,0
8463,56,0.0,1,0,0.0,2,1,0
8292,56,0.0,3,0,0.0,3,1,0
8156,57,0.0,4,4,2.0,3,1,0
8429,57,0.0,1,0,0.0,2,1,0
6299,57,0.0,4,3,1.0,3,1,0
50501,58,0.0,1,0,0.0,2,1,1
50500,58,0.0,4,1,1.0,4,1,1
50503,58,0.0,1,0,0.0,2,1,1
50502,58,18.0,1,0,0.0,2,1,1
6014,59,0.0,2,0,0.0,5,1,0
5301,60,3.0,1,0,0.0,5,1,0
4505,60,0.0,1,0,0.0,3,1,0
6667,60,0.0,1,0,0.0,2,1,0
5447,60,3.0,1,0,0.0,5,1,0
6719,61,1.0,1,0,0.0,5,1,0
5748,61,0.0,1,0,0.0,2,1,0
4313,61,0.0,4,4,2.0,3,1,0
5584,61,0.0,1,0,0.0,2,1,0
4315,62,0.0,4,2,5.0,5,1,0
10478,63,0.0,4,2,2.0,5,1,0
4161,64,8.0,1,0,0.0,5,1,0
5870,64,0.0,1,0,0.0,2,1,0
4602,64,3.0,1,0,0.0,5,1,0
4994,64,0.0,1,0,0.0,2,1,0
5148,64,0.0,4,3,4.0,5,1,0
5318,65,0.0,2,0,0.0,3,1,0
4274,65,0.0,4,4,1.0,3,1,0
11812,65,2.0,1,0,0.0,5,1,0
11038,65,0.0,1,0,0.0,2,1,0
9029,66,7.0,1,0,0.0,5,1,0
10546,66,0.0,1,0,0.0,2,1,0
11457,66,0.0,1,0,0.0,2,1,0
10828,66,3.0,1,0,0.0,5,1,0
11103,66,3.0,1,0,0.0,5,1,0
11961,67,0.0,1,0,0.0,3,1,0
9855,68,0.0,4,4,1.0,5,1,0
10880,69,0.0,1,0,0.0,5,1,0
11931,70,0.0,1,0,0.0,5,1,0
11571,71,0.0,4,3,1.0,3,1,0
11029,72,0.0,4,3,1.0,4,1,0
10648,72,0.0,1,0,0.0,3,1,0
11544,73,0.0,1,0,0.0,2,1,0
11876,73,0.0,1,0,0.0,2,1,0
9206,74,0.0,1,0,0.0,2,1,0
8971,74,0.0,2,0,0.0,5,1,0
10689,74,0.0,4,4,3.0,5,1,0
10231,75,0.0,4,4,1.0,3,1,0
9231,76,0.0,1,0,0.0,2,1,0
7887,76,0.0,3,0,0.0,5,1,0
8988,76,0.0,1,0,0.0,2,1,0
10378,77,0.0,1,0,0.0,2,1,0
50518,78,0.0,2,0,0.0,5,1,1
50522,78,0.0,4,2,3.0,3,1,1
50525,79,0.0,4,2,7.0,3,1,1
50523,79,0.0,2,0,0.0,5,1,1
50524,79,0.0,2,0,0.0,5,1,1
9535,80,1.0,1,0,0.0,5,1,0
8089,80,0.0,4,2,3.0,4,1,0
16989,80,3.0,1,0,0.0,5,1,0
10138,80,0.0,1,0,0.0,2,1,0
10095,81,0.0,1,0,0.0,3,1,0
9286,81,0.0,3,0,0.0,4,1,0
10166,82,0.0,4,4,1.0,3,1,0
9054,82,0.0,4,2,3.0,4,1,0
8113,82,0.0,4,2,3.0,4,1,0
7844,82,0.0,4,2,3.0,4,1,0
19749,83,0.0,2,0,0.0,3,1,0
17047,83,0.0,2,0,0.0,4,1,0
15168,84,0.0,4,2,5.0,5,1,0
16875,85,7.0,1,0,0.0,5,1,0
19326,85,0.0,2,0,0.0,3,1,0
16395,85,0.0,1,0,0.0,2,1,0
19233,86,0.0,1,0,0.0,2,1,0
17790,86,0.0,1,0,0.0,3,1,0
19731,87,3.0,1,0,0.0,5,1,0
17948,87,4.0,1,0,0.0,5,1,0
16065,87,0.0,1,0,0.0,2,1,0
13310,87,0.0,3,0,0.0,3,1,0
25196,87,0.0,1,0,0.0,2,1,0
18672,88,0.0,4,2,1.0,4,1,0
21064,88,0.0,1,0,0.0,2,1,0
14339,88,0.0,2,0,0.0,3,1,0
19635,89,0.0,4,3,1.0,3,1,0
15925,89,0.0,2,0,0.0,3,1,0
15631,90,0.0,1,0,0.0,2,1,0
14700,90,0.0,1,0,0.0,2,1,0
20201,90,6.0,1,0,0.0,5,1,0
15998,90,0.0,4,4,1.0,3,1,0
16561,90,3.0,1,0,0.0,5,1,0
14344,91,0.0,4,4,1.0,5,1,1
17299,91,0.0,2,0,0.0,5,1,1
18210,92,0.0,4,4,1.0,3,1,0
19683,93,0.0,1,0,0.0,3,1,0
18595,93,0.0,1,0,0.0,3,1,0
16508,93,0.0,4,3,1.0,3,1,0
14241,94,0.0,4,4,1.0,3,1,0
17473,95,0.0,2,0,0.0,5,1,1
15207,95,4.0,1,0,0.0,5,1,1
19701,96,6.0,1,0,0.0,2,1,0
17390,96,0.0,4,1,3.0,4,1,0
19307,96,0.0,1,0,0.0,3,1,0
14408,97,0.0,4,1,4.0,3,1,0
26359,97,0.0,1,0,0.0,3,1,0
11681,98,0.0,1,0,0.0,2,1,0
20995,99,0.0,1,0,0.0,3,1,0
19044,99,0.0,2,0,0.0,5,1,0
13446,100,0.0,2,0,0.0,3,1,0
12894,101,0.0,4,2,1.0,4,1,0
12454,101,0.0,1,0,0.0,3,1,0
13522,102,0.0,4,2,1.0,4,1,1
23657,103,0.0,4,4,1.0,3,1,0
12380,104,2.0,1,0,0.0,5,1,1
13412,104,0.0,4,3,5.0,3,1,1
20935,104,0.0,1,0,0.0,3,1,1
18651,104,0.0,4,4,5.0,5,1,1
12992,105,0.0,1,0,0.0,3,1,0
14156,105,0.0,2,0,0.0,3,1,0
12556,105,3.0,1,0,0.0,5,1,0
13609,106,0.0,1,0,0.0,2,1,0
28150,106,3.0,1,0,0.0,5,1,0
24539,106,3.0,1,0,0.0,5,1,0
15106,107,0.0,1,0,0.0,3,1,0
15500,108,0.0,1,0,0.0,5,1,0
18104,108,0.0,1,0,0.0,5,1,0
19118,109,0.0,1,0,0.0,3,1,0
13073,109,0.0,1,0,0.0,3,1,0
12602,110,0.0,4,2,4.0,5,1,0
25447,110,0.0,2,0,0.0,2,1,0
12225,110,0.0,4,4,1.0,5,1,0
14651,111,0.0,1,0,0.0,3,1,0
19982,111,0.0,1,0,0.0,3,1,0
13497,112,0.0,4,4,4.0,3,1,0
12656,112,0.0,1,0,0.0,3,1,0
13370,112,0.0,2,0,0.0,4,1,0
20969,112,3.0,1,0,0.0,5,1,0
26387,113,0.0,4,3,1.0,3,1,0
22257,113,0.0,2,0,0.0,3,1,0
27660,114,0.0,4,2,3.0,4,1,0
22445,114,10.0,1,0,0.0,5,1,0
23575,114,0.0,1,0,0.0,2,1,0
25397,114,3.0,1,0,0.0,5,1,0
26718,115,0.0,1,0,0.0,5,1,0
25747,115,0.0,4,2,4.0,3,1,0
21796,115,0.0,2,0,0.0,3,1,0
22828,115,0.0,1,0,0.0,2,1,0
23754,116,0.0,1,0,0.0,5,1,0
27696,116,0.0,1,0,0.0,2,1,0
27259,116,0.0,4,4,1.0,5,1,0
26319,117,0.0,2,0,0.0,2,1,0
16356,117,0.0,4,4,2.0,4,1,0
25795,117,0.0,4,2,2.0,4,1,0
28018,117,5.0,1,0,0.0,5,1,0
23929,118,0.0,4,1,7.0,3,1,0
25911,118,0.0,1,0,0.0,5,1,0
27193,119,0.0,4,4,1.0,3,1,0
24907,119,0.0,4,3,1.0,3,1,0
28052,119,3.0,1,0,0.0,5,1,0
26216,119,7.0,1,0,0.0,5,1,0
21459,120,3.0,1,0,0.0,5,1,0
22125,120,0.0,1,0,0.0,2,1,0
23210,120,0.0,1,0,0.0,2,1,0
16802,120,0.0,2,0,0.0,3,1,0
23239,121,0.0,4,4,4.0,3,1,0
24380,122,0.0,2,0,0.0,2,1,0
24519,122,0.0,2,0,0.0,3,1,0
25711,122,4.0,1,0,0.0,5,1,0
27544,123,0.0,1,0,0.0,2,1,0
21407,123,0.0,4,2,1.0,4,1,0
23157,124,0.0,1,0,0.0,3,1,1
33139,125,0.0,1,0,0.0,2,1,0
20819,125,0.0,1,0,0.0,2,1,0
22151,126,0.0,4,3,2.0,4,1,1
16280,127,0.0,1,0,0.0,2,1,0
26558,127,0.0,1,0,0.0,3,1,0
20335,128,3.0,1,0,0.0,5,1,0
18968,128,0.0,1,0,0.0,2,1,0
17072,128,0.0,1,0,0.0,2,1,0
15741,128,0.0,4,2,4.0,3,1,0
30944,128,2.0,1,0,0.0,5,1,0
20840,129,0.0,1,0,0.0,3,1,0
26144,129,0.0,1,0,0.0,3,1,0
21730,130,0.0,1,0,0.0,2,1,0
27501,130,0.0,4,1,4.0,5,1,0
18445,130,1.0,1,0,0.0,5,1,0
16743,130,0.0,1,0,0.0,2,1,0
17089,130,3.0,1,0,0.0,5,1,0
14985,130,0.0,4,3,1.0,5,1,0
52973,131,0.0,1,0,0.0,5,1,1
31865,132,0.0,4,2,1.0,4,1,0
33844,132,0.0,2,0,0.0,2,1,0
14529,132,23.0,1,0,0.0,2,1,0
27048,133,0.0,2,0,0.0,5,1,0
15894,133,0.0,4,2,3.0,4,1,0
21308,134,0.0,4,2,1.0,4,1,0
25670,134,0.0,1,0,0.0,2,1,0
15305,134,0.0,2,0,0.0,2,1,0
17543,135,0.0,1,0,0.0,5,1,0
23050,136,0.0,1,0,0.0,2,1,0
30865,136,0.0,4,1,1.0,4,1,0
34727,136,0.0,1,0,0.0,2,1,0
19461,136,0.0,1,0,0.0,2,1,0
25623,137,0.0,1,0,0.0,5,1,1
19855,138,9.0,1,0,0.0,2,1,0
15352,138,0.0,4,3,1.0,4,1,0
27856,138,0.0,1,0,0.0,2,1,0
16656,138,3.0,1,0,0.0,5,1,0
32593,139,0.0,4,4,1.0,3,1,0
23797,139,0.0,4,3,1.0,3,1,0
33175,139,8.0,1,0,0.0,2,1,0
30507,140,0.0,1,0,0.0,3,1,0
32743,140,0.0,4,3,2.0,4,1,0
34337,140,0.0,1,0,0.0,3,1,0
35074,141,0.0,1,0,0.0,2,1,0
33771,141,0.0,4,1,4.0,5,1,0
29981,142,0.0,4,3,1.0,5,1,0
22505,142,0.0,1,0,0.0,2,1,0
39247,142,0.0,1,0,0.0,5,1,0
32997,143,0.0,1,0,0.0,2,1,0
31653,143,2.0,1,0,0.0,5,1,0
33868,143,0.0,1,0,0.0,2,1,0
31416,143,0.0,1,0,0.0,2,1,0
52974,144,0.0,1,0,0.0,5,1,1
32759,145,0.0,1,0,0.0,3,1,0
29490,146,3.0,1,0,0.0,5,1,0
32964,146,0.0,3,0,0.0,3,1,0
32850,146,11.0,1,0,0.0,5,1,0
35117,146,0.0,4,4,1.0,4,1,0
31369,147,0.0,4,4,1.0,5,1,0
28658,147,0.0,4,2,1.0,5,1,0
32222,148,0.0,4,2,7.0,4,1,0
30544,149,0.0,2,0,0.0,3,1,0
33337,150,0.0,4,3,1.0,4,1,1
28552,151,0.0,1,0,0.0,3,1,0
29543,152,0.0,1,0,0.0,3,1,0
34065,153,0.0,1,0,0.0,5,1,0
32299,154,0.0,2,0,0.0,5,1,0
23773,154,0.0,2,0,0.0,3,1,0
29553,155,0.0,2,0,0.0,3,1,0
32048,156,0.0,4,4,1.0,5,1,0
30936,156,0.0,1,0,0.0,2,1,0
28613,157,0.0,1,0,0.0,5,1,0
33381,157,0.0,1,0,0.0,3,1,0
29947,158,0.0,3,0,0.0,3,1,0
34947,158,3.0,1,0,0.0,5,1,0
52976,159,0.0,1,0,0.0,2,1,0
52977,159,0.0,1,0,0.0,2,1,0
52979,159,2.0,1,0,0.0,5,1,0
52978,159,0.0,4,2,3.0,4,1,0
41756,160,3.0,1,0,0.0,5,1,0
27405,160,0.0,1,0,0.0,2,1,0
25134,160,0.0,1,0,0.0,2,1,0
38674,160,4.0,1,0,0.0,5,1,0
34147,161,0.0,1,0,0.0,3,1,0
24210,162,0.0,1,0,0.0,3,1,0
29373,163,0.0,1,0,0.0,3,1,0
33648,164,0.0,1,0,0.0,3,1,0
30699,164,0.0,1,0,0.0,3,1,0
27803,165,0.0,4,2,1.0,5,1,0
21168,165,0.0,1,0,0.0,2,1,0
40018,165,1.0,1,0,0.0,5,1,0
36528,165,4.0,1,0,0.0,5,1,0
26475,165,0.0,1,0,0.0,5,1,0
35518,165,0.0,1,0,0.0,2,1,0
24231,166,0.0,2,0,0.0,3,1,0
30259,166,0.0,1,0,0.0,2,1,0
34559,167,0.0,1,0,0.0,5,1,0
28249,168,0.0,1,0,0.0,2,1,0
24679,168,0.0,2,0,0.0,3,1,0
26913,168,0.0,1,0,0.0,2,1,0
29871,169,2.0,1,0,0.0,5,1,0
35569,169,0.0,1,0,0.0,2,1,0
36875,169,0.0,1,0,0.0,2,1,0
41363,169,0.0,1,0,0.0,2,1,0
36547,169,0.0,3,0,0.0,4,1,0
25099,170,9.0,1,0,0.0,2,1,1
28885,170,0.0,1,0,0.0,2,1,1
24339,170,0.0,2,0,0.0,5,1,1
27327,170,0.0,1,0,0.0,2,1,1
34162,171,3.0,1,0,0.0,5,1,0
41860,171,0.0,1,0,0.0,2,1,0
21123,171,0.0,2,0,0.0,5,1,0
38466,171,3.0,1,0,0.0,5,1,0
36496,171,0.0,4,4,4.0,3,1,0
40479,172,0.0,1,0,0.0,2,1,0
36072,172,0.0,1,0,0.0,2,1,0
37426,172,1.0,1,0,0.0,5,1,0
38222,172,0.0,1,0,0.0,5,1,0
38535,173,0.0,4,3,1.0,3,1,0
40791,173,0.0,1,0,0.0,2,1,0
39489,173,0.0,4,4,5.0,3,1,0
42084,173,3.0,1,0,0.0,5,1,0
37122,173,0.0,1,0,0.0,2,1,0
38502,173,3.0,1,0,0.0,5,1,0
42307,174,0.0,1,0,0.0,2,1,0
38562,174,2.0,1,0,0.0,5,1,0
36104,174,5.0,1,0,0.0,5,1,0
37360,174,0.0,1,0,0.0,2,1,0
36762,174,2.0,1,0,0.0,5,1,0
36967,174,0.0,1,0,0.0,2,1,0
35681,174,0.0,4,1,1.0,4,1,0
39879,175,0.0,1,0,0.0,2,1,0
38410,175,0.0,1,0,0.0,2,1,0
35354,175,0.0,1,0,0.0,2,1,0
40863,175,0.0,4,2,3.0,4,1,0
36819,176,4.0,1,0,0.0,5,1,1
36042,176,0.0,4,2,4.0,5,1,1
37019,176,0.0,1,0,0.0,5,1,1
38627,176,0.0,4,1,4.0,3,1,1
38107,176,3.0,1,0,0.0,5,1,1
39350,177,21.0,1,0,0.0,2,1,0
41258,177,6.0,1,0,0.0,5,1,0
39930,177,0.0,1,0,0.0,2,1,0
36641,177,6.0,1,0,0.0,5,1,0
41591,177,0.0,3,0,0.0,5,1,0
41425,178,0.0,4,4,1.0,3,1,0
42234,178,0.0,3,0,0.0,3,1,0
37241,179,0.0,1,0,0.0,5,1,1
36125,179,0.0,4,2,2.0,4,1,1
39432,180,0.0,2,0,0.0,3,1,0
41296,181,0.0,2,0,0.0,3,1,0
41473,181,0.0,1,0,0.0,2,1,0
40266,181,0.0,1,0,0.0,3,1,0
44754,181,1.0,1,0,0.0,5,1,0
47476,181,0.0,1,0,0.0,2,1,0
41055,182,0.0,2,0,0.0,3,1,0
34482,182,0.0,1,0,0.0,3,1,0
40728,182,0.0,4,2,1.0,5,1,0
42030,183,0.0,2,0,0.0,5,1,0
28836,183,0.0,1,0,0.0,5,1,0
29765,183,23.0,1,0,0.0,2,1,0
47985,184,0.0,4,3,4.0,4,1,0
31929,184,0.0,3,0,0.0,3,1,0
48423,184,4.0,1,0,0.0,5,1,0
40632,184,1.0,1,0,0.0,5,1,0
44139,184,0.0,2,0,0.0,4,1,0
45636,184,0.0,1,0,0.0,2,1,0
45714,184,3.0,1,0,0.0,5,1,0
41636,185,0.0,2,0,0.0,3,1,0
42000,185,0.0,1,0,0.0,5,1,0
31513,186,0.0,1,0,0.0,2,1,0
29254,186,0.0,1,0,0.0,3,1,0
30196,186,0.0,1,0,0.0,2,1,0
48965,186,2.0,1,0,0.0,5,1,0
46614,186,2.0,1,0,0.0,5,1,0
45112,186,1.0,1,0,0.0,5,1,0
34933,186,0.0,2,0,0.0,3,1,0
46506,187,0.0,3,0,0.0,4,1,1
46123,187,0.0,1,0,0.0,2,1,1
41538,187,0.0,1,0,0.0,2,1,1
36726,188,0.0,1,0,0.0,2,1,0
38866,188,0.0,3,0,0.0,3,1,0
35845,188,0.0,1,0,0.0,2,1,0
46674,189,0.0,2,0,0.0,3,1,0
29662,189,0.0,1,0,0.0,2,1,0
39673,189,4.0,3,0,0.0,5,1,0
42789,189,2.0,1,0,0.0,5,1,0
47449,189,0.0,1,0,0.0,3,1,0
28385,189,0.0,1,0,0.0,2,1,0
31024,189,3.0,1,0,0.0,5,1,0
41929,190,0.0,1,0,0.0,2,1,0
47368,190,0.0,1,0,0.0,2,1,0
28816,191,0.0,1,0,0.0,2,1,0
30644,191,0.0,1,0,0.0,2,1,0
37972,191,0.0,4,4,1.0,5,1,0
43744,192,0.0,1,0,0.0,3,1,0
40095,192,0.0,1,0,0.0,3,1,0
44590,192,0.0,4,3,2.0,4,1,0
46043,193,0.0,1,0,0.0,2,1,0
34853,193,0.0,4,4,1.0,3,1,0
45172,193,5.0,1,0,0.0,5,1,0
45912,193,0.0,4,1,1.0,4,1,0
48332,194,0.0,1,0,0.0,2,1,0
49334,194,0.0,1,0,0.0,2,1,0
43305,194,0.0,4,4,1.0,5,1,0
43557,194,4.0,1,0,0.0,5,1,0
47688,195,0.0,4,4,4.0,5,1,0
42951,196,0.0,3,0,0.0,3,1,0
43536,197,0.0,1,0,0.0,2,1,0
46863,197,10.0,1,0,0.0,5,1,0
48652,197,0.0,3,0,0.0,3,1,0
45599,198,0.0,1,0,0.0,3,1,0
45610,199,0.0,1,0,0.0,5,1,0
45987,200,0.0,1,0,0.0,5,1,0
38789,201,0.0,4,2,1.0,3,1,0
45993,202,4.0,1,0,0.0,5,1,0
38811,202,0.0,4,2,7.0,4,1,0
38800,202,0.0,2,0,0.0,3,1,0
46004,203,0.0,4,4,1.0,3,1,1
46567,203,3.0,1,0,0.0,5,1,1
47505,204,0.0,1,0,0.0,2,1,0
46949,204,0.0,3,0,0.0,3,1,0
46578,204,0.0,1,0,0.0,3,1,0
47517,205,0.0,4,3,3.0,3,1,0
46167,206,2.0,1,0,0.0,5,1,0
46156,206,3.0,1,0,0.0,5,1,0
45236,206,0.0,1,0,0.0,2,1,0
46145,206,0.0,4,4,2.0,4,1,0
46979,207,0.0,3,0,0.0,3,1,1
46968,207,0.0,2,0,0.0,4,1,1
46957,207,0.0,4,2,7.0,4,1,1
46990,208,0.0,1,0,0.0,3,1,0
43687,209,0.0,1,0,0.0,3,1,0
47820,210,0.0,1,0,0.0,2,1,0
43699,210,0.0,4,2,1.0,4,1,0
47831,210,0.0,1,0,0.0,2,1,0
47842,210,1.0,1,0,0.0,5,1,0
48767,210,2.0,1,0,0.0,5,1,0
44270,210,0.0,1,0,0.0,2,1,0
48392,210,3.0,1,0,0.0,5,1,0
48778,211,0.0,1,0,0.0,5,1,1
48788,211,0.0,4,2,2.0,4,1,1
49359,212,0.0,1,0,0.0,2,1,0
48799,212,0.0,4,4,1.0,3,1,0
49370,212,0.0,1,0,0.0,2,1,0
49752,213,0.0,4,3,7.0,4,1,0
49763,213,0.0,1,0,0.0,2,1,0
42703,213,3.0,1,0,0.0,5,1,0
49741,213,0.0,4,4,1.0,5,1,0
42692,213,0.0,1,0,0.0,2,1,0
43636,213,1.0,1,0,0.0,5,1,0
43074,213,3.0,1,0,0.0,5,1,0
43647,214,0.0,2,0,0.0,3,1,0
43659,214,0.0,2,0,0.0,3,1,0
48273,215,0.0,4,2,3.0,3,1,0
48262,215,0.0,4,2,3.0,4,1,0
48251,215,0.0,1,0,0.0,3,1,0
42972,216,0.0,4,4,4.0,5,1,0
43456,216,0.0,2,0,0.0,5,1,0
43478,217,5.0,1,0,0.0,5,1,0
43467,217,0.0,1,0,0.0,2,1,0
43489,218,0.0,4,1,1.0,5,1,0
46358,219,0.0,1,0,0.0,5,1,0
46381,220,0.0,1,0,0.0,2,1,0
46392,220,0.0,1,0,0.0,2,1,0
46370,220,0.0,1,0,0.0,2,1,0
48716,221,0.0,2,0,0.0,5,1,0
46403,221,0.0,4,4,1.0,3,1,0
49192,222,0.0,1,0,0.0,2,1,0
49203,222,0.0,1,0,0.0,5,1,0
44035,223,3.0,1,0,0.0,5,1,0
44412,223,2.0,1,0,0.0,5,1,0
49214,223,0.0,1,0,0.0,2,1,0
49225,223,0.0,1,0,0.0,2,1,0
44434,224,0.0,1,0,0.0,3,1,0
44423,224,0.0,4,3,4.0,5,1,0
43277,225,0.0,2,0,0.0,3,1,0
43266,225,0.0,2,0,0.0,5,1,0
43288,226,0.0,2,0,0.0,5,1,0
47422,227,13.0,1,0,0.0,2,1,0
47389,227,0.0,4,1,3.0,3,1,0
47400,227,0.0,4,4,3.0,3,1,0
47411,227,5.0,4,1,7.0,5,1,0
47932,228,6.0,1,0,0.0,5,1,0
47921,228,0.0,2,0,0.0,3,1,0
47549,228,0.0,4,2,4.0,5,1,0
47943,228,15.0,1,0,0.0,2,1,0
44653,229,0.0,2,0,0.0,3,1,0
44277,229,0.0,2,0,0.0,3,1,0
45244,230,0.0,2,0,0.0,3,1,0
50982,230,0.0,4,0,0.0,0,1,0
